Date,Account,Amount,Class
09/05/2020,JMeter,62.10514893229594,NORMAL
09/05/2020,JMeter,27.15106539338299,NORMAL
09/05/2020,JMeter,39.23535878184216,NORMAL
09/05/2020,JMeter,40.804429322482925,NORMAL
09/05/2020,JMeter,84.59800469289502,NORMAL
09/05/2020,JMeter,98.00287858207567,NORMAL
09/05/2020,JMeter,22.38604012196609,NORMAL
09/05/2020,JMeter,79.91131083667284,NORMAL
09/05/2020,JMeter,33.03924417183293,NORMAL
09/05/2020,JMeter,82.8294305632267,NORMAL
09/05/2020,JMeter,23.934043605543387,NORMAL
09/05/2020,JMeter,37.67292405865634,NORMAL
09/05/2020,JMeter,7.435548636147504,NORMAL
09/05/2020,JMeter,96.54582142237426,NORMAL
09/05/2020,JMeter,98.86795336295911,NORMAL
09/05/2020,JMeter,98.66442471572672,NORMAL
09/05/2020,JMeter,58.277332582105025,NORMAL
09/05/2020,JMeter,89.89763417181251,NORMAL
09/05/2020,JMeter,41.77560554997161,NORMAL
09/05/2020,JMeter,72.99499872938759,NORMAL
09/05/2020,JMeter,7.504404548498666,NORMAL
09/05/2020,JMeter,66.70175966624053,NORMAL
09/05/2020,JMeter,27.39348273926454,NORMAL
09/05/2020,JMeter,4.241838860365499,NORMAL
09/05/2020,JMeter,86.27356342415742,NORMAL
09/05/2020,JMeter,78.22926354824695,NORMAL
09/05/2020,JMeter,34.713744671410375,NORMAL
09/05/2020,JMeter,58.40340999561797,NORMAL
09/05/2020,JMeter,89.17716763589956,NORMAL
09/05/2020,JMeter,59.442839413063155,NORMAL
09/05/2020,JMeter,13.52640562368027,NORMAL
09/05/2020,JMeter,2.5786904303520264,NORMAL
09/05/2020,JMeter,48.17500842747522,NORMAL
09/05/2020,JMeter,1.1958797332558224,NORMAL
09/05/2020,JMeter,88.70004706681827,NORMAL
09/05/2020,JMeter,56.78608678312327,NORMAL
09/05/2020,JMeter,23.740100017460186,NORMAL
09/05/2020,JMeter,97.51976245798683,NORMAL
09/05/2020,JMeter,74.55514684616045,NORMAL
09/05/2020,JMeter,42.66773721923087,NORMAL
09/05/2020,JMeter,95.58228812609933,NORMAL
09/05/2020,JMeter,67.77047291850933,NORMAL
09/05/2020,JMeter,89.35997643265628,NORMAL
09/05/2020,JMeter,58.78197124917853,NORMAL
09/05/2020,JMeter,10.801825013919174,NORMAL
09/05/2020,JMeter,29.6752113758718,NORMAL
09/05/2020,JMeter,18.279723114731883,NORMAL
09/05/2020,JMeter,83.76871298936473,NORMAL
09/05/2020,JMeter,13.438394908755313,NORMAL
09/05/2020,JMeter,91.21415388662597,NORMAL
09/05/2020,JMeter,72.0353115051206,NORMAL
09/05/2020,JMeter,45.879643124878925,NORMAL
09/05/2020,JMeter,36.11929287664567,NORMAL
09/05/2020,JMeter,36.792099232440926,NORMAL
09/05/2020,JMeter,28.07920324802393,NORMAL
09/05/2020,JMeter,0.19699674117317212,NORMAL
09/05/2020,JMeter,81.87380719486961,NORMAL
09/05/2020,JMeter,6.299225270392094,NORMAL
09/05/2020,JMeter,21.27115890451624,NORMAL
09/05/2020,JMeter,23.321840052347266,NORMAL
09/05/2020,JMeter,62.16907232217693,NORMAL
09/05/2020,JMeter,4.429746204164009,NORMAL
09/05/2020,JMeter,71.83782137899217,NORMAL
09/05/2020,JMeter,69.39477875752623,NORMAL
09/05/2020,JMeter,85.83600740226942,NORMAL
09/05/2020,JMeter,32.02175894086956,NORMAL
09/05/2020,JMeter,99.82568319996471,NORMAL
09/05/2020,JMeter,31.019027141723033,NORMAL
09/05/2020,JMeter,12.792152249926502,NORMAL
09/05/2020,JMeter,1.201128974326171,NORMAL
09/05/2020,JMeter,77.30783893869392,NORMAL
09/05/2020,JMeter,13.987806798994484,NORMAL
09/05/2020,JMeter,96.33159125069831,NORMAL
09/05/2020,JMeter,81.7567883251993,NORMAL
09/05/2020,JMeter,12.280656150032677,NORMAL
09/05/2020,JMeter,65.67511421106018,NORMAL
09/05/2020,JMeter,38.240353456608034,NORMAL
09/05/2020,JMeter,27.444317852816912,NORMAL
09/05/2020,JMeter,41.487318656728064,NORMAL
09/05/2020,JMeter,93.53085878306352,NORMAL
09/05/2020,JMeter,72.10900879631207,NORMAL
09/05/2020,JMeter,47.80927400126982,NORMAL
09/05/2020,JMeter,33.33096768053308,NORMAL
09/05/2020,JMeter,72.32846871862215,NORMAL
09/05/2020,JMeter,71.95245351368128,NORMAL
09/05/2020,JMeter,23.64121991993834,NORMAL
09/05/2020,JMeter,66.5909086223715,NORMAL
09/05/2020,JMeter,66.64506183085918,NORMAL
09/05/2020,JMeter,55.61012399622862,NORMAL
09/05/2020,JMeter,12.313923802910487,NORMAL
09/05/2020,JMeter,55.831217691420875,NORMAL
09/05/2020,JMeter,88.51131316494671,NORMAL
09/05/2020,JMeter,15.388211793158291,NORMAL
09/05/2020,JMeter,53.03678411996259,NORMAL
09/05/2020,JMeter,40.19176015494729,NORMAL
09/05/2020,JMeter,69.25017942757546,NORMAL
09/05/2020,JMeter,62.0187039788124,NORMAL
09/05/2020,JMeter,61.437028017952485,NORMAL
09/05/2020,JMeter,38.67750368688684,NORMAL
