Date,Account,Amount,Class
09/05/2020,JMeter,-1.2322867089072356,NORMAL
09/05/2020,JMeter,227.22350926192502,NORMAL
09/05/2020,JMeter,105.99076043489528,NORMAL
09/05/2020,JMeter,-176.56124723521054,NORMAL
09/05/2020,JMeter,137.38935905772462,NORMAL
09/05/2020,JMeter,33.5285576318505,NORMAL
09/05/2020,JMeter,50.92694529362321,NORMAL
09/05/2020,JMeter,-24.150880280644795,NORMAL
09/05/2020,JMeter,-86.4297199363033,NORMAL
09/05/2020,JMeter,-131.4418267193097,NORMAL
09/05/2020,JMeter,-80.10364982445707,NORMAL
09/05/2020,JMeter,-150.54313786437282,NORMAL
09/05/2020,JMeter,-121.26108759821727,NORMAL
09/05/2020,JMeter,123.55524605507442,NORMAL
09/05/2020,JMeter,-81.8496483017779,NORMAL
09/05/2020,JMeter,-66.06336888215844,NORMAL
09/05/2020,JMeter,64.73124473834098,NORMAL
09/05/2020,JMeter,170.3068515648295,NORMAL
09/05/2020,JMeter,-38.67757911734742,NORMAL
09/05/2020,JMeter,212.76058367090536,NORMAL
09/05/2020,JMeter,-5.004213037045843,NORMAL
09/05/2020,JMeter,32.0275797391319,NORMAL
09/05/2020,JMeter,30.713945854606806,NORMAL
09/05/2020,JMeter,-54.82335216636313,NORMAL
09/05/2020,JMeter,16.560517532982026,NORMAL
09/05/2020,JMeter,-193.3131121943038,NORMAL
09/05/2020,JMeter,43.855684488249885,NORMAL
09/05/2020,JMeter,10.404950448889055,NORMAL
09/05/2020,JMeter,-21.756339972528032,NORMAL
09/05/2020,JMeter,-38.5682461421914,NORMAL
09/05/2020,JMeter,-57.27954363481239,NORMAL
09/05/2020,JMeter,-55.72746210300469,NORMAL
09/05/2020,JMeter,-12.936193330527173,NORMAL
09/05/2020,JMeter,1.6138626944479724,NORMAL
09/05/2020,JMeter,-17.26358164387601,NORMAL
09/05/2020,JMeter,-24.14247003200059,NORMAL
09/05/2020,JMeter,41.94503616738961,NORMAL
09/05/2020,JMeter,70.36316349772908,NORMAL
09/05/2020,JMeter,89.68251357445287,NORMAL
09/05/2020,JMeter,-109.56951312027907,NORMAL
09/05/2020,JMeter,-39.21986551542672,NORMAL
09/05/2020,JMeter,-99.34636656699864,NORMAL
09/05/2020,JMeter,164.306460128485,NORMAL
09/05/2020,JMeter,-169.26409970466872,NORMAL
09/05/2020,JMeter,-9.917519238493725,NORMAL
09/05/2020,JMeter,-99.07993611455032,NORMAL
09/05/2020,JMeter,-48.804576686850254,NORMAL
09/05/2020,JMeter,44.167406448582035,NORMAL
09/05/2020,JMeter,47.68458240354149,NORMAL
09/05/2020,JMeter,-76.33424861125295,NORMAL
09/05/2020,JMeter,99.71962337151575,NORMAL
09/05/2020,JMeter,-32.51298052433511,NORMAL
09/05/2020,JMeter,-23.30445632651057,NORMAL
09/05/2020,JMeter,91.59135579664007,NORMAL
09/05/2020,JMeter,49.07467072521785,NORMAL
09/05/2020,JMeter,-107.36587037317219,NORMAL
09/05/2020,JMeter,18.821827813761093,NORMAL
09/05/2020,JMeter,-30.285772810335253,NORMAL
09/05/2020,JMeter,9.489575796751456,NORMAL
09/05/2020,JMeter,-37.5320367780139,NORMAL
09/05/2020,JMeter,-346.54316071049016,NORMAL
09/05/2020,JMeter,-43.84961350938902,NORMAL
09/05/2020,JMeter,-12.292335293326312,NORMAL
09/05/2020,JMeter,117.39954570266306,NORMAL
09/05/2020,JMeter,98.6282574335417,NORMAL
09/05/2020,JMeter,-7.428555091616245,NORMAL
09/05/2020,JMeter,21.667906807261517,NORMAL
09/05/2020,JMeter,129.5707005348787,NORMAL
09/05/2020,JMeter,-37.28145923071241,NORMAL
09/05/2020,JMeter,-136.000235965728,NORMAL
09/05/2020,JMeter,57.063126531549344,NORMAL
09/05/2020,JMeter,49.482024277833894,NORMAL
09/05/2020,JMeter,45.59563359880942,NORMAL
09/05/2020,JMeter,-47.00629408259535,NORMAL
09/05/2020,JMeter,23.65127376601637,NORMAL
09/05/2020,JMeter,-21.440980920507506,NORMAL
09/05/2020,JMeter,-42.153789289648834,NORMAL
09/05/2020,JMeter,-141.05161606091386,NORMAL
09/05/2020,JMeter,171.25153699794862,NORMAL
09/05/2020,JMeter,-113.91831075372076,NORMAL
09/05/2020,JMeter,87.28613523451136,NORMAL
09/05/2020,JMeter,85.62439663283367,NORMAL
09/05/2020,JMeter,-37.459648269376125,NORMAL
09/05/2020,JMeter,-21.413357202972495,NORMAL
09/05/2020,JMeter,-35.85384334728442,NORMAL
09/05/2020,JMeter,-61.565262633147555,NORMAL
09/05/2020,JMeter,-40.212516913417396,NORMAL
09/05/2020,JMeter,-46.57527543410942,NORMAL
09/05/2020,JMeter,-103.85846327865238,NORMAL
09/05/2020,JMeter,-21.815761784232112,NORMAL
09/05/2020,JMeter,-36.265277431108935,NORMAL
09/05/2020,JMeter,-23.093559573409276,NORMAL
09/05/2020,JMeter,-136.4844648303556,NORMAL
09/05/2020,JMeter,-52.55555328710187,NORMAL
09/05/2020,JMeter,-49.90619317002781,NORMAL
09/05/2020,JMeter,43.55213447628921,NORMAL
09/05/2020,JMeter,41.59884401643485,NORMAL
09/05/2020,JMeter,-59.15124443026782,NORMAL
09/05/2020,JMeter,21.546929994508503,NORMAL
09/05/2020,JMeter,-18.576535496525437,NORMAL
09/05/2020,JMeter,-43.405867931740374,NORMAL
09/05/2020,JMeter,12456.896243717745,ANOMALY
09/05/2020,JMeter,73.57004524617618,NORMAL
09/05/2020,JMeter,-8.852492632657555,NORMAL
09/05/2020,JMeter,75.54456859371932,NORMAL
09/05/2020,JMeter,-211.34415115075257,NORMAL
09/05/2020,JMeter,59.516858086963495,NORMAL
09/05/2020,JMeter,84.19565742672577,NORMAL
09/05/2020,JMeter,-46.27808783705392,NORMAL
09/05/2020,JMeter,-59.63235572937676,NORMAL
09/05/2020,JMeter,166.82988651139442,NORMAL
09/05/2020,JMeter,1630.2029076683618,ANOMALY
09/05/2020,JMeter,6.873082132714192,NORMAL
09/05/2020,JMeter,-79.36100815716648,NORMAL
09/05/2020,JMeter,13.933500188103318,NORMAL
09/05/2020,JMeter,-45.41023074970265,NORMAL
09/05/2020,JMeter,7207.4134056564935,ANOMALY
09/05/2020,JMeter,90.04135105283461,NORMAL
09/05/2020,JMeter,-139.69256364868582,NORMAL
09/05/2020,JMeter,97.3075563159964,NORMAL
09/05/2020,JMeter,-33.168526518536865,NORMAL
09/05/2020,JMeter,-5819.842444398398,ANOMALY
09/05/2020,JMeter,21.77666548562994,NORMAL
09/05/2020,JMeter,41.82591386151033,NORMAL
09/05/2020,JMeter,-86.22631752554192,NORMAL
09/05/2020,JMeter,-4.517064197837355,NORMAL
09/05/2020,JMeter,-0.1848606903964811,NORMAL
09/05/2020,JMeter,-28.5803745600182,NORMAL
09/05/2020,JMeter,108.47656997495703,NORMAL
09/05/2020,JMeter,-51.51461990844286,NORMAL
09/05/2020,JMeter,-210.20963829608354,NORMAL
09/05/2020,JMeter,10608.215667531313,ANOMALY
09/05/2020,JMeter,46.574164960018585,NORMAL
09/05/2020,JMeter,-1.2793380652747501,NORMAL
09/05/2020,JMeter,-53.6793665193813,NORMAL
09/05/2020,JMeter,62.53087116669136,NORMAL
09/05/2020,JMeter,119.70170276159344,NORMAL
09/05/2020,JMeter,-181.98614261667143,NORMAL
09/05/2020,JMeter,-8.283469021123558,NORMAL
09/05/2020,JMeter,-46.39348554665767,NORMAL
09/05/2020,JMeter,-160.86613215612954,NORMAL
09/05/2020,JMeter,-140.5998134795096,NORMAL
09/05/2020,JMeter,-19.760526154788867,NORMAL
09/05/2020,JMeter,-307.6520567515113,NORMAL
09/05/2020,JMeter,-25.444120749059916,NORMAL
09/05/2020,JMeter,-24.633453263103082,NORMAL
09/05/2020,JMeter,-9.702708471274773,NORMAL
09/05/2020,JMeter,-54.34429344210183,NORMAL
09/05/2020,JMeter,53.732486022643,NORMAL
09/05/2020,JMeter,-56.782775743171285,NORMAL
09/05/2020,JMeter,38.35982306543828,NORMAL
09/05/2020,JMeter,-8477.599822703894,ANOMALY
09/05/2020,JMeter,42.87641916770546,NORMAL
09/05/2020,JMeter,-188.2096222223801,NORMAL
09/05/2020,JMeter,-5.605531486431773,NORMAL
09/05/2020,JMeter,197.5608108864115,NORMAL
09/05/2020,JMeter,-203.68981206785026,NORMAL
09/05/2020,JMeter,-130.2634726020336,NORMAL
09/05/2020,JMeter,178.61288165040594,NORMAL
09/05/2020,JMeter,31.528430652325085,NORMAL
09/05/2020,JMeter,-172.5462361543126,NORMAL
09/05/2020,JMeter,24.79731756470275,NORMAL
09/05/2020,JMeter,11.313556133556546,NORMAL
09/05/2020,JMeter,-200.67247426613122,NORMAL
09/05/2020,JMeter,-38.6641206550478,NORMAL
09/05/2020,JMeter,67.66131970710248,NORMAL
09/05/2020,JMeter,2212.184178771255,ANOMALY
09/05/2020,JMeter,39.7368230314181,NORMAL
09/05/2020,JMeter,231.1215619557516,NORMAL
09/05/2020,JMeter,-5.389465413758658,NORMAL
09/05/2020,JMeter,20.394653393231646,NORMAL
09/05/2020,JMeter,36.82492986844538,NORMAL
09/05/2020,JMeter,109.83731308632312,NORMAL
09/05/2020,JMeter,77.81622268409116,NORMAL
09/05/2020,JMeter,183.19946256559348,NORMAL
09/05/2020,JMeter,228.67344526084165,NORMAL
09/05/2020,JMeter,43.79342739155082,NORMAL
09/05/2020,JMeter,33.01668086090685,NORMAL
09/05/2020,JMeter,-59.91660063405833,NORMAL
09/05/2020,JMeter,50.55897007110298,NORMAL
09/05/2020,JMeter,119.5021094248371,NORMAL
09/05/2020,JMeter,8240.332887620985,ANOMALY
09/05/2020,JMeter,44.288176081113264,NORMAL
09/05/2020,JMeter,36.89300133004979,NORMAL
09/05/2020,JMeter,39.639188095157266,NORMAL
09/05/2020,JMeter,-61.67222545856967,NORMAL
09/05/2020,JMeter,-149.0173146267441,NORMAL
09/05/2020,JMeter,29.38667850534664,NORMAL
09/05/2020,JMeter,-26.43978172174155,NORMAL
09/05/2020,JMeter,-124.66555174498961,NORMAL
09/05/2020,JMeter,-79.70721255853174,NORMAL
09/05/2020,JMeter,-97.88549382686196,NORMAL
09/05/2020,JMeter,140.97786833615356,NORMAL
09/05/2020,JMeter,-88.18160338586708,NORMAL
09/05/2020,JMeter,84.90629620417032,NORMAL
09/05/2020,JMeter,-97.7182732520203,NORMAL
09/05/2020,JMeter,-15023.342800251543,ANOMALY
09/05/2020,JMeter,-33.58301294715557,NORMAL
09/05/2020,JMeter,-14.567282369877226,NORMAL
09/05/2020,JMeter,-128.8268674310051,NORMAL
09/05/2020,JMeter,-11.279445503085713,NORMAL
09/05/2020,JMeter,-2303.0555189279144,ANOMALY
09/05/2020,JMeter,83.69487489239901,NORMAL
09/05/2020,JMeter,-272.8975765776477,NORMAL
09/05/2020,JMeter,5.613936348528215,NORMAL
09/05/2020,JMeter,-212.80142855995857,NORMAL
09/05/2020,JMeter,-20374.95008612967,ANOMALY
09/05/2020,JMeter,56.52930870713801,NORMAL
09/05/2020,JMeter,-117.51716311212435,NORMAL
09/05/2020,JMeter,22.423002761737525,NORMAL
09/05/2020,JMeter,67.49255000437972,NORMAL
09/05/2020,JMeter,-222.03480712688335,NORMAL
09/05/2020,JMeter,-199.3869819329455,NORMAL
09/05/2020,JMeter,-14.685822695598022,NORMAL
09/05/2020,JMeter,-154.66338425413014,NORMAL
09/05/2020,JMeter,-86.48016526338034,NORMAL
09/05/2020,JMeter,-42.565713754649444,NORMAL
09/05/2020,JMeter,4.419719626815103,NORMAL
09/05/2020,JMeter,38.14985821446886,NORMAL
09/05/2020,JMeter,35.948966088812334,NORMAL
09/05/2020,JMeter,183.3222720795197,NORMAL
09/05/2020,JMeter,0.7310682973069091,NORMAL
09/05/2020,JMeter,-3.980628070100536,NORMAL
09/05/2020,JMeter,38.11947823049741,NORMAL
09/05/2020,JMeter,109.29558746268953,NORMAL
09/05/2020,JMeter,-40.206985326675984,NORMAL
09/05/2020,JMeter,9290.582632274087,ANOMALY
09/05/2020,JMeter,-16.91877164611593,NORMAL
09/05/2020,JMeter,3.762591199494118,NORMAL
09/05/2020,JMeter,177.999135493975,NORMAL
09/05/2020,JMeter,138.52937804706994,NORMAL
09/05/2020,JMeter,397.04574003501756,ANOMALY
09/05/2020,JMeter,-85.2152104344387,NORMAL
09/05/2020,JMeter,-82.9880063141374,NORMAL
09/05/2020,JMeter,-211.48875483664918,NORMAL
09/05/2020,JMeter,151.34632133272498,NORMAL
09/05/2020,JMeter,-42.53358222293266,NORMAL
09/05/2020,JMeter,-50.37061879838991,NORMAL
09/05/2020,JMeter,-172.53829432622953,NORMAL
09/05/2020,JMeter,21.037072965537305,NORMAL
09/05/2020,JMeter,60.20106090112092,NORMAL
09/05/2020,JMeter,-49.14609899544273,NORMAL
09/05/2020,JMeter,29.98546184149664,NORMAL
09/05/2020,JMeter,67.10196801154945,NORMAL
09/05/2020,JMeter,111.28794480592315,NORMAL
09/05/2020,JMeter,159.03656657110616,NORMAL
09/05/2020,JMeter,63.44373365320266,NORMAL
09/05/2020,JMeter,105.49571598475379,NORMAL
09/05/2020,JMeter,-76.27628113733653,NORMAL
09/05/2020,JMeter,49.07139032941023,NORMAL
09/05/2020,JMeter,52.80976388305727,NORMAL
09/05/2020,JMeter,12079.257948591978,ANOMALY
09/05/2020,JMeter,30.114777608150128,NORMAL
09/05/2020,JMeter,-172.40657825356573,NORMAL
09/05/2020,JMeter,64.93270689260417,NORMAL
09/05/2020,JMeter,124.03792007624281,NORMAL
09/05/2020,JMeter,93.41780808920088,NORMAL
09/05/2020,JMeter,-1.187711925217192,NORMAL
09/05/2020,JMeter,17.449956259252474,NORMAL
09/05/2020,JMeter,-166.83179603988629,NORMAL
09/05/2020,JMeter,-38.4312739351404,NORMAL
09/05/2020,JMeter,-128.26100728154657,NORMAL
09/05/2020,JMeter,111.0781164660636,NORMAL
09/05/2020,JMeter,-10.243693455306575,NORMAL
09/05/2020,JMeter,21.38764109225427,NORMAL
09/05/2020,JMeter,-50.503168392011574,NORMAL
09/05/2020,JMeter,2019.0941095338335,ANOMALY
09/05/2020,JMeter,37.83174393905713,NORMAL
09/05/2020,JMeter,-40.64882224853446,NORMAL
09/05/2020,JMeter,-67.00173210364365,NORMAL
09/05/2020,JMeter,129.59414545655943,NORMAL
09/05/2020,JMeter,-2121.039823992422,ANOMALY
09/05/2020,JMeter,-83.3762078437084,NORMAL
09/05/2020,JMeter,-19.070272884651477,NORMAL
09/05/2020,JMeter,-49.17419632535127,NORMAL
09/05/2020,JMeter,84.69988967741999,NORMAL
09/05/2020,JMeter,-4363.087730634782,ANOMALY
09/05/2020,JMeter,146.71088432577798,NORMAL
09/05/2020,JMeter,49.37705155419267,NORMAL
09/05/2020,JMeter,125.4605999157326,NORMAL
09/05/2020,JMeter,-130.67176612867235,NORMAL
09/05/2020,JMeter,32.287560181550276,NORMAL
09/05/2020,JMeter,158.56002660152933,NORMAL
09/05/2020,JMeter,-174.84630829338005,NORMAL
09/05/2020,JMeter,179.69927271931,NORMAL
09/05/2020,JMeter,55.20867285479797,NORMAL
09/05/2020,JMeter,-2971.4346086181968,ANOMALY
09/05/2020,JMeter,49.00443667797006,NORMAL
09/05/2020,JMeter,-105.26918150807944,NORMAL
09/05/2020,JMeter,13.576777844334998,NORMAL
09/05/2020,JMeter,-114.64122695339974,NORMAL
09/05/2020,JMeter,10100.98398255529,ANOMALY
09/05/2020,JMeter,-21.134751458506557,NORMAL
09/05/2020,JMeter,0.0634428628682741,NORMAL
09/05/2020,JMeter,102.15062782458462,NORMAL
09/05/2020,JMeter,-48.52040651668247,NORMAL
09/05/2020,JMeter,10020.30783752871,ANOMALY
09/05/2020,JMeter,-74.15046244287798,NORMAL
09/05/2020,JMeter,80.16459488285781,NORMAL
09/05/2020,JMeter,-172.8198234159524,NORMAL
09/05/2020,JMeter,-103.1767758391837,NORMAL
09/05/2020,JMeter,1054.8603065669981,ANOMALY
09/05/2020,JMeter,157.69557941257014,NORMAL
09/05/2020,JMeter,-69.82076308637899,NORMAL
09/05/2020,JMeter,63.44642159532753,NORMAL
09/05/2020,JMeter,36.02752309866764,NORMAL
09/05/2020,JMeter,110.26348422682315,NORMAL
09/05/2020,JMeter,-5.767113994661896,NORMAL
09/05/2020,JMeter,18.926873683570783,NORMAL
09/05/2020,JMeter,-74.575835613419,NORMAL
09/05/2020,JMeter,42.03555597995679,NORMAL
09/05/2020,JMeter,1981.4868299875268,ANOMALY
09/05/2020,JMeter,127.35666670442754,NORMAL
09/05/2020,JMeter,-166.09547326303095,NORMAL
09/05/2020,JMeter,49.42311010871465,NORMAL
09/05/2020,JMeter,-155.939700040142,NORMAL
09/05/2020,JMeter,233.99111039957577,NORMAL
09/05/2020,JMeter,-21.26240210714143,NORMAL
09/05/2020,JMeter,107.88195171562222,NORMAL
09/05/2020,JMeter,-59.18757244435573,NORMAL
09/05/2020,JMeter,-12.893817238915112,NORMAL
09/05/2020,JMeter,-98.33137721865496,NORMAL
09/05/2020,JMeter,136.60650591224018,NORMAL
09/05/2020,JMeter,-29.99429203734303,NORMAL
09/05/2020,JMeter,-198.67062914805098,NORMAL
09/05/2020,JMeter,-6.243384607192288,NORMAL
09/05/2020,JMeter,-99.07795369446518,NORMAL
09/05/2020,JMeter,88.01244332140735,NORMAL
09/05/2020,JMeter,11.571724796532566,NORMAL
09/05/2020,JMeter,135.22322751981244,NORMAL
09/05/2020,JMeter,-13.649108423092288,NORMAL
09/05/2020,JMeter,298.3972087121464,NORMAL
09/05/2020,JMeter,-105.44404917363698,NORMAL
09/05/2020,JMeter,-142.2395809574535,NORMAL
09/05/2020,JMeter,64.69261608981836,NORMAL
09/05/2020,JMeter,148.14531893590538,NORMAL
09/05/2020,JMeter,-171.70986256299244,NORMAL
09/05/2020,JMeter,34.628990392025536,NORMAL
09/05/2020,JMeter,-19.778013671504322,NORMAL
09/05/2020,JMeter,19.827622697708275,NORMAL
09/05/2020,JMeter,-129.53980379348107,NORMAL
09/05/2020,JMeter,-12213.285703910307,ANOMALY
09/05/2020,JMeter,-163.8188794456783,NORMAL
09/05/2020,JMeter,-53.454578589460034,NORMAL
