Date,Account,Amount,Class
09/05/2020,JMeter,129.60378678500635,NORMAL
09/05/2020,JMeter,145.30378829056303,NORMAL
09/05/2020,JMeter,76.4373840622746,NORMAL
09/05/2020,JMeter,-37.92142300378513,NORMAL
09/05/2020,JMeter,-56.145406009147045,NORMAL
09/05/2020,JMeter,-84.84362687981127,NORMAL
09/05/2020,JMeter,-1.5439983315587449,NORMAL
09/05/2020,JMeter,52.39594667810432,NORMAL
09/05/2020,JMeter,-26.276743804503706,NORMAL
09/05/2020,JMeter,-35.004234119097006,NORMAL
09/05/2020,JMeter,-61.48746962046611,NORMAL
09/05/2020,JMeter,-199.9679353726644,NORMAL
09/05/2020,JMeter,75.75780683886956,NORMAL
09/05/2020,JMeter,-52.069728830872265,NORMAL
09/05/2020,JMeter,-47.28343847928772,NORMAL
09/05/2020,JMeter,2.286369954393294,NORMAL
09/05/2020,JMeter,76.66411366367575,NORMAL
09/05/2020,JMeter,-1.824078903543263,NORMAL
09/05/2020,JMeter,53.49173490634818,NORMAL
09/05/2020,JMeter,30.894893972446187,NORMAL
09/05/2020,JMeter,26.325299179141346,NORMAL
09/05/2020,JMeter,-19.292486624338974,NORMAL
09/05/2020,JMeter,172.49523446617187,NORMAL
09/05/2020,JMeter,92.80194276006199,NORMAL
09/05/2020,JMeter,-16.036875495368665,NORMAL
09/05/2020,JMeter,178.851637615522,NORMAL
09/05/2020,JMeter,-194.11159667817273,NORMAL
09/05/2020,JMeter,-152.84602274898944,NORMAL
09/05/2020,JMeter,23.799630967558898,NORMAL
09/05/2020,JMeter,24.147557820291212,NORMAL
09/05/2020,JMeter,113.08818457406618,NORMAL
09/05/2020,JMeter,-110.58458939467248,NORMAL
09/05/2020,JMeter,-42.477304163912265,NORMAL
09/05/2020,JMeter,51.747380163029774,NORMAL
09/05/2020,JMeter,-54.573737334652904,NORMAL
09/05/2020,JMeter,60.04317948053034,NORMAL
09/05/2020,JMeter,23.849829630332742,NORMAL
09/05/2020,JMeter,125.75827348753693,NORMAL
09/05/2020,JMeter,121.31772840714699,NORMAL
09/05/2020,JMeter,97.24917146113282,NORMAL
09/05/2020,JMeter,51.21232383736193,NORMAL
09/05/2020,JMeter,-158.4949980091653,NORMAL
09/05/2020,JMeter,90.03235236839845,NORMAL
09/05/2020,JMeter,23.390537446411926,NORMAL
09/05/2020,JMeter,79.09352946305658,NORMAL
09/05/2020,JMeter,-24.62767674116978,NORMAL
09/05/2020,JMeter,-88.0829188471886,NORMAL
09/05/2020,JMeter,-40.19371321943757,NORMAL
09/05/2020,JMeter,-76.81809524382051,NORMAL
09/05/2020,JMeter,42.44298666992662,NORMAL
09/05/2020,JMeter,119.17660559070902,NORMAL
09/05/2020,JMeter,-118.33788390237574,NORMAL
09/05/2020,JMeter,-257.38073015708244,NORMAL
09/05/2020,JMeter,66.70103316484244,NORMAL
09/05/2020,JMeter,-4.467429201034881,NORMAL
09/05/2020,JMeter,11.08038198080108,NORMAL
09/05/2020,JMeter,21.32505949120757,NORMAL
09/05/2020,JMeter,-236.8758891044977,NORMAL
09/05/2020,JMeter,-31.299073098203323,NORMAL
09/05/2020,JMeter,6.953773376085159,NORMAL
09/05/2020,JMeter,-107.90420556182573,NORMAL
09/05/2020,JMeter,81.08842265593763,NORMAL
09/05/2020,JMeter,-22.76171113407915,NORMAL
09/05/2020,JMeter,-98.07519790648178,NORMAL
09/05/2020,JMeter,-88.89719675506417,NORMAL
09/05/2020,JMeter,-6.697127799811159,NORMAL
09/05/2020,JMeter,-44.16024037975875,NORMAL
09/05/2020,JMeter,262.23566666041836,NORMAL
09/05/2020,JMeter,110.5103795992111,NORMAL
09/05/2020,JMeter,51.46141382635071,NORMAL
09/05/2020,JMeter,0.8205030232518022,NORMAL
09/05/2020,JMeter,8.702010354776704,NORMAL
09/05/2020,JMeter,69.98507265682086,NORMAL
09/05/2020,JMeter,76.42375862727452,NORMAL
09/05/2020,JMeter,-80.19865771692749,NORMAL
09/05/2020,JMeter,116.08949599333305,NORMAL
09/05/2020,JMeter,-94.80760512589366,NORMAL
09/05/2020,JMeter,-24.670049171015172,NORMAL
09/05/2020,JMeter,137.55642785794186,NORMAL
09/05/2020,JMeter,29.096125997110068,NORMAL
09/05/2020,JMeter,-56.62483504943988,NORMAL
09/05/2020,JMeter,17.231658909805258,NORMAL
09/05/2020,JMeter,71.61333996813083,NORMAL
09/05/2020,JMeter,-82.53932171511015,NORMAL
09/05/2020,JMeter,335.2061116437605,NORMAL
09/05/2020,JMeter,-103.48895829475026,NORMAL
09/05/2020,JMeter,-38.237685667133434,NORMAL
09/05/2020,JMeter,-35.39786452616369,NORMAL
09/05/2020,JMeter,169.2048432543221,NORMAL
09/05/2020,JMeter,-104.96825828644162,NORMAL
09/05/2020,JMeter,-91.54679817154755,NORMAL
09/05/2020,JMeter,-154.26452319344514,NORMAL
09/05/2020,JMeter,55.42208535365685,NORMAL
09/05/2020,JMeter,40.9947204358148,NORMAL
09/05/2020,JMeter,27.826565923117368,NORMAL
09/05/2020,JMeter,68.77131036882112,NORMAL
09/05/2020,JMeter,35.700722237622415,NORMAL
09/05/2020,JMeter,113.20176869843115,NORMAL
09/05/2020,JMeter,70.18584259717684,NORMAL
09/05/2020,JMeter,17.398308780253824,NORMAL
09/05/2020,JMeter,-23.89361294457078,NORMAL
09/05/2020,JMeter,-11010.577123597892,ANOMALY
09/05/2020,JMeter,-22.644737382102733,NORMAL
09/05/2020,JMeter,-63.66971181252063,NORMAL
09/05/2020,JMeter,105.82738147363844,NORMAL
09/05/2020,JMeter,-53.56913077361407,NORMAL
09/05/2020,JMeter,11359.362416018015,ANOMALY
09/05/2020,JMeter,-52.039419053236124,NORMAL
09/05/2020,JMeter,-86.04004580001003,NORMAL
09/05/2020,JMeter,254.85157993691425,NORMAL
09/05/2020,JMeter,-96.3329806687075,NORMAL
09/05/2020,JMeter,-76.62398602576927,NORMAL
